lane_name,origin_city,destination_city,baseline_distance_miles,departure_date,departure_hour,day_of_week,actual_miles_driven,fuel_consumed_gallons,fuel_cost_total,mpg_achieved,cost_per_mile,drive_time_hours,avg_speed_mph,weather_conditions,delay_hours,load_weight_lbs,price_per_gallon
Baltimore-Washington DC,Baltimore,Washington DC,40.0,2025-08-19,18,Tuesday  ,40.74,7.9,29.48,5.16,0.7236,0.61,66.27,Rain,1.24,35145,
Kansas City-St Louis,Kansas City,St Louis,248.0,2025-07-07,3,Monday   ,257.79,43.4,161.99,5.94,0.6284,4.24,60.74,Cloudy,0.02,40642,3.733
San Francisco-Sacramento,San Francisco,Sacramento,87.0,2025-08-06,23,Wednesday,88.32,18.65,84.65,4.74,0.9584,1.4,63.24,Snow,0.26,43050,
Detroit-Cleveland,Detroit,Cleveland,169.0,2025-10-19,4,Sunday   ,172.76,27.11,97.74,6.37,0.5658,2.64,65.53,Clear,1.98,37510,
Detroit-Cleveland,Detroit,Cleveland,169.0,2025-10-06,23,Monday   ,177.0,39.71,145.72,4.46,0.8233,3.04,58.16,Snow,1.93,42374,3.67
Memphis-Nashville,Memphis,Nashville,211.0,2025-07-05,23,Saturday ,217.76,33.38,124.02,6.52,0.5695,3.73,58.43,Partly Cloudy,1.1,28044,
New York-Philadelphia,New York,Philadelphia,95.0,2025-09-28,10,Sunday   ,93.44,20.28,75.96,4.61,0.8129,1.58,59.14,Snow,0.69,44431,
Detroit-Cleveland,Detroit,Cleveland,169.0,2025-09-06,20,Saturday ,177.3,37.21,138.5,4.76,0.7812,2.71,65.49,Rain,1.24,40650,
Indianapolis-Cincinnati,Indianapolis,Cincinnati,112.0,2025-07-11,13,Friday   ,110.64,17.95,66.99,6.16,0.6055,1.78,62.03,Cloudy,1.27,42157,
Memphis-Nashville,Memphis,Nashville,211.0,2025-07-07,13,Monday   ,214.01,32.26,120.42,6.63,0.5627,3.44,62.18,Clear,0.4,36330,3.733
Detroit-Cleveland,Detroit,Cleveland,169.0,2025-08-24,15,Sunday   ,169.99,36.04,133.4,4.72,0.7848,2.72,62.42,Snow,1.15,30630,
Baltimore-Washington DC,Baltimore,Washington DC,40.0,2025-10-23,22,Thursday ,39.45,5.73,21.05,6.88,0.5336,0.63,62.7,Clear,1.74,36705,
Miami-Jacksonville,Miami,Jacksonville,345.0,2025-07-19,20,Saturday ,347.16,63.44,240.62,5.47,0.6931,5.86,59.24,Rain,0.99,27418,
Miami-Jacksonville,Miami,Jacksonville,345.0,2025-09-16,3,Tuesday  ,357.8,60.27,225.9,5.94,0.6314,5.45,65.69,Partly Cloudy,0.93,38186,
San Antonio-Austin,San Antonio,Austin,80.0,2025-09-06,13,Saturday ,81.47,12.33,60.6,6.61,0.7438,1.28,63.54,Partly Cloudy,2.32,30457,
Denver-Salt Lake City,Denver,Salt Lake City,525.0,2025-07-18,11,Friday   ,527.78,79.69,295.9,6.62,0.5607,8.64,61.09,Clear,2.07,33859,
New York-Philadelphia,New York,Philadelphia,95.0,2025-07-15,17,Tuesday  ,97.71,15.44,58.58,6.33,0.5995,1.48,66.22,Clear,0.78,25839,
Dallas-Houston,Dallas,Houston,239.0,2025-10-17,0,Friday   ,241.45,37.77,146.44,6.39,0.6065,3.68,65.58,Clear,0.01,38768,
Chicago-Atlanta,Chicago,Atlanta,715.0,2025-09-04,20,Thursday ,727.72,124.14,462.06,5.86,0.6349,12.43,58.56,Clear,1.47,25855,
Indianapolis-Cincinnati,Indianapolis,Cincinnati,112.0,2025-10-02,4,Thursday ,111.11,18.18,67.84,6.11,0.6106,1.8,61.87,Clear,1.26,27770,
Tampa-Orlando,Tampa,Orlando,84.0,2025-09-27,0,Saturday ,87.86,20.66,77.35,4.25,0.8804,1.47,59.58,Snow,0.55,42283,
Seattle-Portland,Seattle,Portland,173.0,2025-08-05,14,Tuesday  ,172.85,27.6,125.29,6.26,0.7248,2.81,61.51,Cloudy,1.77,28645,
New York-Philadelphia,New York,Philadelphia,95.0,2025-10-13,0,Monday   ,95.97,16.37,60.92,5.86,0.6348,1.63,58.99,Clear,2.22,41493,3.721
Indianapolis-Cincinnati,Indianapolis,Cincinnati,112.0,2025-06-27,17,Friday   ,115.63,22.5,78.76,5.14,0.6811,1.75,66.19,Rain,1.82,31676,
Seattle-Portland,Seattle,Portland,173.0,2025-08-12,19,Tuesday  ,169.87,32.65,146.68,5.2,0.8635,2.85,59.7,Fog,0.65,28370,
Indianapolis-Cincinnati,Indianapolis,Cincinnati,112.0,2025-08-03,12,Sunday   ,112.84,17.39,65.98,6.49,0.5847,1.77,63.73,Clear,0.44,32802,
Dallas-Houston,Dallas,Houston,239.0,2025-07-24,2,Thursday ,237.78,37.72,149.95,6.3,0.6306,4.01,59.3,Clear,1.51,32919,
Minneapolis-Milwaukee,Minneapolis,Milwaukee,337.0,2025-07-06,20,Sunday   ,345.92,57.66,214.2,6.0,0.6192,5.25,65.84,Clear,2.18,26523,
Indianapolis-Cincinnati,Indianapolis,Cincinnati,112.0,2025-07-28,5,Monday   ,111.65,16.1,61.1,6.93,0.5472,1.72,64.86,Clear,2.22,30617,3.794
Boston-New York,Boston,New York,215.0,2025-07-11,23,Friday   ,224.04,39.27,147.84,5.71,0.6599,3.75,59.7,Fog,0.8,39303,
Denver-Salt Lake City,Denver,Salt Lake City,525.0,2025-10-24,9,Friday   ,529.78,88.46,317.12,5.99,0.5986,8.83,59.99,Rain,2.37,38586,
Miami-Jacksonville,Miami,Jacksonville,345.0,2025-10-09,2,Thursday ,357.19,70.6,263.71,5.06,0.7383,6.14,58.14,Fog,2.32,33804,
Denver-Salt Lake City,Denver,Salt Lake City,525.0,2025-09-06,11,Saturday ,532.96,80.79,303.22,6.6,0.5689,8.61,61.9,Clear,1.61,29321,
Chicago-Atlanta,Chicago,Atlanta,715.0,2025-09-13,13,Saturday ,720.71,144.96,544.2,4.97,0.7551,12.08,59.65,Fog,1.69,43211,
San Francisco-Sacramento,San Francisco,Sacramento,87.0,2025-07-24,21,Thursday ,86.97,15.91,72.24,5.47,0.8306,1.34,64.75,Fog,0.36,36625,
Baltimore-Washington DC,Baltimore,Washington DC,40.0,2025-10-21,13,Tuesday  ,40.44,8.53,31.35,4.74,0.7752,0.65,62.14,Snow,1.94,40252,
Seattle-Portland,Seattle,Portland,173.0,2025-06-28,21,Saturday ,173.61,29.08,101.78,5.97,0.5863,2.77,62.75,Clear,0.64,41389,
Boston-New York,Boston,New York,215.0,2025-07-12,4,Saturday ,224.97,46.42,174.76,4.85,0.7768,3.8,59.26,Snow,1.68,29682,
Columbus-Pittsburgh,Columbus,Pittsburgh,185.0,2025-08-23,13,Saturday ,194.06,33.14,122.67,5.86,0.6321,3.08,63.04,Partly Cloudy,0.17,31867,
New York-Philadelphia,New York,Philadelphia,95.0,2025-08-21,4,Thursday ,97.54,16.14,60.26,6.04,0.6178,1.57,62.11,Partly Cloudy,2.26,33263,
Denver-Salt Lake City,Denver,Salt Lake City,525.0,2025-08-26,1,Tuesday  ,547.27,94.82,355.39,5.77,0.6494,8.58,63.8,Clear,1.07,26589,
Indianapolis-Cincinnati,Indianapolis,Cincinnati,112.0,2025-07-30,5,Wednesday,111.53,18.22,69.13,6.12,0.6198,1.67,66.87,Clear,0.95,29319,
Phoenix-Las Vegas,Phoenix,Las Vegas,297.0,2025-06-23,4,Monday   ,300.38,50.25,175.89,5.98,0.5856,4.69,64.1,Clear,2.09,40261,
Chicago-Atlanta,Chicago,Atlanta,715.0,2025-09-11,18,Thursday ,735.47,135.6,509.05,5.42,0.6921,11.07,66.45,Cloudy,1.23,34106,
Minneapolis-Milwaukee,Minneapolis,Milwaukee,337.0,2025-09-02,15,Tuesday  ,353.29,64.84,241.33,5.45,0.6831,5.98,59.12,Fog,1.13,25105,
Indianapolis-Cincinnati,Indianapolis,Cincinnati,112.0,2025-08-03,23,Sunday   ,109.87,17.68,67.09,6.21,0.6106,1.81,60.8,Clear,2.35,40423,
Baltimore-Washington DC,Baltimore,Washington DC,40.0,2025-07-16,10,Wednesday,41.73,6.23,23.64,6.7,0.5665,0.66,63.65,Clear,1.65,28569,
Charlotte-Charleston,Charlotte,Charleston,208.0,2025-09-29,16,Monday   ,210.7,41.3,154.89,5.1,0.7351,3.2,65.88,Rain,2.38,33136,3.75
San Antonio-Austin,San Antonio,Austin,80.0,2025-10-02,1,Thursday ,83.49,17.67,60.31,4.72,0.7224,1.3,64.42,Snow,0.75,41648,
Tampa-Orlando,Tampa,Orlando,84.0,2025-10-03,3,Friday   ,82.38,11.64,43.63,7.08,0.5296,1.38,59.53,Clear,2.39,27152,
Tampa-Orlando,Tampa,Orlando,84.0,2025-10-09,8,Thursday ,86.06,13.8,51.55,6.24,0.599,1.29,66.93,Clear,0.36,33035,
Boston-New York,Boston,New York,215.0,2025-08-25,1,Monday   ,223.85,47.39,176.57,4.72,0.7888,3.55,63.09,Fog,1.28,44107,3.726
San Antonio-Austin,San Antonio,Austin,80.0,2025-09-05,6,Friday   ,82.4,13.83,67.95,5.96,0.8246,1.23,66.98,Partly Cloudy,1.75,25773,
Miami-Jacksonville,Miami,Jacksonville,345.0,2025-09-13,10,Saturday ,354.9,78.17,294.87,4.54,0.8309,5.41,65.62,Fog,1.63,40946,
Denver-Salt Lake City,Denver,Salt Lake City,525.0,2025-10-23,7,Thursday ,534.31,82.33,295.14,6.49,0.5524,9.19,58.14,Clear,1.79,26064,
Chicago-Atlanta,Chicago,Atlanta,715.0,2025-08-16,16,Saturday ,712.44,112.42,421.24,6.34,0.5913,11.22,63.48,Clear,2.37,39205,
Indianapolis-Cincinnati,Indianapolis,Cincinnati,112.0,2025-07-27,14,Sunday   ,111.21,20.42,77.51,5.45,0.697,1.87,59.53,Fog,0.74,44050,
Minneapolis-Milwaukee,Minneapolis,Milwaukee,337.0,2025-08-30,18,Saturday ,334.79,70.32,260.03,4.76,0.7767,5.45,61.41,Snow,0.75,33414,
Los Angeles-Phoenix,Los Angeles,Phoenix,373.0,2025-09-07,13,Sunday   ,382.68,74.06,332.09,5.17,0.8678,5.96,64.17,Snow,1.66,40985,
Columbus-Pittsburgh,Columbus,Pittsburgh,185.0,2025-10-14,13,Tuesday  ,187.69,32.97,118.9,5.69,0.6335,2.99,62.72,Cloudy,0.89,26649,
Charlotte-Charleston,Charlotte,Charleston,208.0,2025-07-29,12,Tuesday  ,215.51,37.06,141.27,5.82,0.6555,3.28,65.66,Clear,0.92,30243,
Kansas City-St Louis,Kansas City,St Louis,248.0,2025-07-20,12,Sunday   ,254.98,42.02,156.84,6.07,0.6151,4.37,58.3,Partly Cloudy,0.13,42941,
Chicago-Atlanta,Chicago,Atlanta,715.0,2025-06-24,4,Tuesday  ,713.3,119.45,418.08,5.97,0.5861,10.94,65.19,Clear,0.17,32951,
Charlotte-Charleston,Charlotte,Charleston,208.0,2025-08-12,13,Tuesday  ,207.22,41.65,156.49,4.98,0.7552,3.45,60.1,Snow,0.28,25893,
Tampa-Orlando,Tampa,Orlando,84.0,2025-07-13,17,Sunday   ,85.44,13.2,49.68,6.47,0.5815,1.39,61.46,Clear,2.21,31356,
Minneapolis-Milwaukee,Minneapolis,Milwaukee,337.0,2025-08-12,22,Tuesday  ,338.41,54.38,203.76,6.22,0.6021,5.7,59.39,Cloudy,2.24,27228,
San Antonio-Austin,San Antonio,Austin,80.0,2025-08-17,5,Sunday   ,78.5,13.16,44.69,5.97,0.5693,1.21,65.05,Clear,1.88,39807,
Minneapolis-Milwaukee,Minneapolis,Milwaukee,337.0,2025-08-26,1,Tuesday  ,349.29,55.79,206.33,6.26,0.5907,5.32,65.64,Clear,0.45,38399,
Chicago-Atlanta,Chicago,Atlanta,715.0,2025-09-17,18,Wednesday,722.93,103.93,385.57,6.96,0.5333,11.57,62.48,Clear,0.38,29392,
Seattle-Portland,Seattle,Portland,173.0,2025-07-07,4,Monday   ,176.45,29.09,129.81,6.07,0.7357,2.82,62.51,Rain,0.36,30570,4.462
Tampa-Orlando,Tampa,Orlando,84.0,2025-10-09,4,Thursday ,86.92,13.71,51.22,6.34,0.5893,1.39,62.75,Clear,0.28,32640,
San Francisco-Sacramento,San Francisco,Sacramento,87.0,2025-10-09,23,Thursday ,90.71,18.98,85.4,4.78,0.9415,1.38,65.69,Fog,1.15,39196,
Dallas-Houston,Dallas,Houston,239.0,2025-07-28,23,Monday   ,238.6,37.61,157.53,6.34,0.6602,3.69,64.73,Clear,0.64,43020,4.189
Phoenix-Las Vegas,Phoenix,Las Vegas,297.0,2025-07-28,15,Monday   ,294.08,44.59,202.71,6.6,0.6893,4.67,62.95,Partly Cloudy,0.46,37391,4.546
Seattle-Portland,Seattle,Portland,173.0,2025-09-25,0,Thursday ,175.64,25.98,117.52,6.76,0.6691,2.79,62.91,Clear,1.55,31433,
Chicago-Atlanta,Chicago,Atlanta,715.0,2025-09-18,6,Thursday ,703.39,108.38,402.08,6.49,0.5716,10.52,66.89,Partly Cloudy,1.8,41038,
Charlotte-Charleston,Charlotte,Charleston,208.0,2025-08-16,3,Saturday ,209.29,40.79,153.26,5.13,0.7323,3.32,63.0,Snow,1.02,30101,
Minneapolis-Milwaukee,Minneapolis,Milwaukee,337.0,2025-08-14,2,Thursday ,332.74,64.73,242.55,5.14,0.7289,5.7,58.4,Snow,0.46,39599,
Memphis-Nashville,Memphis,Nashville,211.0,2025-07-15,0,Tuesday  ,219.67,36.82,137.46,5.97,0.6258,3.57,61.6,Clear,1.94,44017,
Tampa-Orlando,Tampa,Orlando,84.0,2025-09-20,7,Saturday ,85.42,13.25,49.65,6.45,0.5812,1.46,58.66,Cloudy,0.3,33515,
Denver-Salt Lake City,Denver,Salt Lake City,525.0,2025-07-09,10,Wednesday,540.97,88.89,325.89,6.09,0.6024,8.65,62.52,Clear,2.08,35049,
Los Angeles-Phoenix,Los Angeles,Phoenix,373.0,2025-10-05,2,Sunday   ,371.91,81.1,367.56,4.59,0.9883,5.6,66.47,Fog,0.15,41002,
Seattle-Portland,Seattle,Portland,173.0,2025-07-11,4,Friday   ,170.72,25.31,112.95,6.75,0.6616,2.88,59.28,Partly Cloudy,1.47,39857,
Los Angeles-Phoenix,Los Angeles,Phoenix,373.0,2025-08-05,13,Tuesday  ,390.67,58.2,264.23,6.71,0.6764,6.39,61.17,Cloudy,2.32,33674,
San Francisco-Sacramento,San Francisco,Sacramento,87.0,2025-10-13,6,Monday   ,86.18,14.24,63.59,6.05,0.7379,1.42,60.87,Fog,1.24,29348,4.464
Kansas City-St Louis,Kansas City,St Louis,248.0,2025-10-06,5,Monday   ,243.97,37.95,139.28,6.43,0.5709,4.08,59.78,Clear,1.79,31364,3.67
Seattle-Portland,Seattle,Portland,173.0,2025-09-06,9,Saturday ,172.27,28.98,129.94,5.94,0.7543,2.75,62.57,Cloudy,1.38,30783,
Minneapolis-Milwaukee,Minneapolis,Milwaukee,337.0,2025-07-07,9,Monday   ,342.09,67.54,252.12,5.06,0.737,5.8,58.97,Fog,0.34,27005,3.733
Memphis-Nashville,Memphis,Nashville,211.0,2025-07-06,3,Sunday   ,221.35,38.19,141.88,5.8,0.641,3.7,59.83,Partly Cloudy,0.74,26781,
Memphis-Nashville,Memphis,Nashville,211.0,2025-07-22,19,Tuesday  ,219.36,36.21,137.41,6.06,0.6264,3.55,61.84,Clear,0.67,29657,
Phoenix-Las Vegas,Phoenix,Las Vegas,297.0,2025-07-04,15,Friday   ,305.8,45.28,200.16,6.75,0.6545,4.72,64.76,Cloudy,0.74,25546,
Boston-New York,Boston,New York,215.0,2025-10-14,8,Tuesday  ,214.31,40.32,150.01,5.32,0.7,3.26,65.65,Clear,0.74,31537,
Seattle-Portland,Seattle,Portland,173.0,2025-06-23,17,Monday   ,176.97,29.22,102.28,6.06,0.578,2.93,60.46,Clear,1.72,31563,
Minneapolis-Milwaukee,Minneapolis,Milwaukee,337.0,2025-07-04,11,Friday   ,349.51,74.5,276.78,4.69,0.7919,5.61,62.35,Snow,2.27,41188,
Seattle-Portland,Seattle,Portland,173.0,2025-07-22,21,Tuesday  ,169.67,34.6,157.16,4.9,0.9263,2.76,61.58,Rain,0.26,40607,
Indianapolis-Cincinnati,Indianapolis,Cincinnati,112.0,2025-09-23,15,Tuesday  ,112.74,15.73,58.69,7.17,0.5206,1.87,60.28,Clear,1.13,34781,
Tampa-Orlando,Tampa,Orlando,84.0,2025-07-29,21,Tuesday  ,83.95,17.55,66.89,4.78,0.7968,1.3,64.43,Snow,1.33,41194,
San Francisco-Sacramento,San Francisco,Sacramento,87.0,2025-08-10,10,Sunday   ,85.51,13.24,60.1,6.46,0.7028,1.39,61.49,Partly Cloudy,0.3,44972,
Indianapolis-Cincinnati,Indianapolis,Cincinnati,112.0,2025-07-31,0,Thursday ,114.12,18.56,70.42,6.15,0.6171,1.82,62.59,Clear,0.67,26108,
New York-Philadelphia,New York,Philadelphia,95.0,2025-09-21,6,Sunday   ,95.79,19.83,74.31,4.83,0.7758,1.47,65.32,Snow,1.25,27225,
Phoenix-Las Vegas,Phoenix,Las Vegas,297.0,2025-07-26,4,Saturday ,295.49,53.62,243.55,5.51,0.8242,4.91,60.22,Rain,0.77,44553,
Charlotte-Charleston,Charlotte,Charleston,208.0,2025-08-17,14,Sunday   ,215.56,48.66,182.82,4.43,0.8481,3.57,60.44,Snow,1.78,40990,
Miami-Jacksonville,Miami,Jacksonville,345.0,2025-08-07,23,Thursday ,352.79,68.91,262.33,5.12,0.7436,5.45,64.74,Snow,0.87,26379,
Chicago-Atlanta,Chicago,Atlanta,715.0,2025-08-11,4,Monday   ,733.94,111.04,416.07,6.61,0.5669,11.72,62.64,Clear,1.67,42969,3.747
New York-Philadelphia,New York,Philadelphia,95.0,2025-10-15,21,Wednesday,93.58,16.63,61.88,5.63,0.6613,1.42,65.8,Rain,0.45,34367,
Denver-Salt Lake City,Denver,Salt Lake City,525.0,2025-08-06,10,Wednesday,527.03,80.05,303.63,6.58,0.5761,8.35,63.14,Clear,0.78,33492,
Tampa-Orlando,Tampa,Orlando,84.0,2025-08-20,1,Wednesday,82.55,15.21,56.78,5.43,0.6878,1.4,58.76,Rain,0.25,29618,
Kansas City-St Louis,Kansas City,St Louis,248.0,2025-07-22,6,Tuesday  ,249.14,36.41,138.16,6.84,0.5545,3.84,64.86,Clear,0.5,34195,
Tampa-Orlando,Tampa,Orlando,84.0,2025-10-25,0,Saturday ,83.76,14.6,53.65,5.74,0.6405,1.39,60.35,Rain,0.11,41488,
Chicago-Atlanta,Chicago,Atlanta,715.0,2025-10-20,13,Monday   ,750.12,139.66,497.74,5.37,0.6635,11.8,63.59,Fog,1.94,32067,3.564
Charlotte-Charleston,Charlotte,Charleston,208.0,2025-10-16,11,Thursday ,214.05,42.89,159.59,4.99,0.7456,3.58,59.72,Snow,1.76,43657,
Denver-Salt Lake City,Denver,Salt Lake City,525.0,2025-10-08,5,Wednesday,547.26,93.82,344.41,5.83,0.6293,8.27,66.21,Clear,1.81,34513,
Tampa-Orlando,Tampa,Orlando,84.0,2025-09-19,15,Friday   ,84.15,13.4,50.24,6.28,0.597,1.38,61.06,Clear,2.31,38008,
Kansas City-St Louis,Kansas City,St Louis,248.0,2025-08-27,14,Wednesday,257.06,49.87,184.43,5.15,0.7175,4.28,60.06,Snow,1.0,36295,
Phoenix-Las Vegas,Phoenix,Las Vegas,297.0,2025-08-27,1,Wednesday,301.63,55.88,249.3,5.4,0.8265,4.53,66.56,Rain,0.48,30535,
Baltimore-Washington DC,Baltimore,Washington DC,40.0,2025-08-21,12,Thursday ,40.42,8.46,31.58,4.78,0.7813,0.63,63.85,Snow,0.59,44985,
New York-Philadelphia,New York,Philadelphia,95.0,2025-07-15,12,Tuesday  ,97.89,17.23,65.36,5.68,0.6677,1.48,66.06,Partly Cloudy,2.07,35458,
Dallas-Houston,Dallas,Houston,239.0,2025-07-14,9,Monday   ,236.11,39.74,157.74,5.94,0.6681,3.58,65.88,Clear,1.05,41214,3.969
Baltimore-Washington DC,Baltimore,Washington DC,40.0,2025-08-25,4,Monday   ,40.85,6.85,25.52,5.96,0.6247,0.65,62.57,Partly Cloudy,1.22,41854,3.726
Columbus-Pittsburgh,Columbus,Pittsburgh,185.0,2025-07-12,7,Saturday ,186.27,26.38,98.46,7.06,0.5286,2.97,62.63,Cloudy,1.09,38561,
Phoenix-Las Vegas,Phoenix,Las Vegas,297.0,2025-06-30,3,Monday   ,299.81,53.61,237.01,5.59,0.7905,4.62,64.86,Rain,0.59,43909,4.421
Tampa-Orlando,Tampa,Orlando,84.0,2025-07-15,15,Tuesday  ,86.97,14.37,54.52,6.05,0.6269,1.46,59.66,Clear,1.86,29942,
Dallas-Houston,Dallas,Houston,239.0,2025-06-30,12,Monday   ,237.53,40.5,197.05,5.86,0.8296,3.66,64.88,Rain,0.0,29646,4.866
Minneapolis-Milwaukee,Minneapolis,Milwaukee,337.0,2025-07-19,3,Saturday ,335.49,50.41,188.18,6.66,0.5609,5.56,60.38,Partly Cloudy,1.12,25874,
Kansas City-St Louis,Kansas City,St Louis,248.0,2025-08-24,7,Sunday   ,252.12,38.75,143.47,6.51,0.5691,3.95,63.9,Clear,2.09,28359,
Dallas-Houston,Dallas,Houston,239.0,2025-08-17,14,Sunday   ,236.06,39.6,134.51,5.96,0.5698,3.54,66.76,Clear,0.59,36302,
Tampa-Orlando,Tampa,Orlando,84.0,2025-08-03,6,Sunday   ,86.56,13.89,52.95,6.23,0.6117,1.43,60.72,Clear,2.04,25565,
Minneapolis-Milwaukee,Minneapolis,Milwaukee,337.0,2025-08-28,13,Thursday ,332.1,77.86,287.93,4.27,0.867,5.35,62.1,Snow,0.36,35882,
Columbus-Pittsburgh,Columbus,Pittsburgh,185.0,2025-10-07,23,Tuesday  ,188.89,31.1,114.14,6.07,0.6043,2.97,63.59,Clear,1.61,38766,
Dallas-Houston,Dallas,Houston,239.0,2025-09-06,20,Saturday ,240.04,35.88,176.31,6.69,0.7345,3.93,61.15,Clear,2.48,37629,
Boston-New York,Boston,New York,215.0,2025-07-30,15,Wednesday,214.95,35.44,135.09,6.07,0.6285,3.42,62.93,Clear,1.8,33221,
San Francisco-Sacramento,San Francisco,Sacramento,87.0,2025-10-09,23,Thursday ,88.43,12.8,57.6,6.91,0.6514,1.36,64.9,Partly Cloudy,1.83,26835,
Seattle-Portland,Seattle,Portland,173.0,2025-09-13,6,Saturday ,179.55,29.73,134.77,6.04,0.7506,2.75,65.2,Clear,0.35,38972,
Memphis-Nashville,Memphis,Nashville,211.0,2025-10-15,22,Wednesday,208.61,37.78,136.23,5.52,0.653,3.28,63.52,Rain,2.38,38269,
San Francisco-Sacramento,San Francisco,Sacramento,87.0,2025-09-06,13,Saturday ,88.76,14.16,63.5,6.27,0.7154,1.37,64.59,Clear,1.16,41636,
Denver-Salt Lake City,Denver,Salt Lake City,525.0,2025-06-23,20,Monday   ,543.33,95.31,351.61,5.7,0.6471,8.24,65.92,Fog,1.72,28114,3.689
New York-Philadelphia,New York,Philadelphia,95.0,2025-07-11,18,Friday   ,97.57,13.72,51.67,7.11,0.5296,1.63,59.79,Clear,1.23,38870,
Kansas City-St Louis,Kansas City,St Louis,248.0,2025-10-07,13,Tuesday  ,253.06,51.25,188.08,4.94,0.7432,4.15,60.99,Snow,1.8,32111,
Chicago-Atlanta,Chicago,Atlanta,715.0,2025-09-07,2,Sunday   ,723.72,112.49,418.7,6.43,0.5785,11.93,60.66,Clear,0.98,37509,
Miami-Jacksonville,Miami,Jacksonville,345.0,2025-08-30,23,Saturday ,360.11,59.6,222.07,6.04,0.6167,5.95,60.48,Partly Cloudy,1.22,36160,
San Antonio-Austin,San Antonio,Austin,80.0,2025-10-08,17,Wednesday,80.25,14.68,54.47,5.47,0.6788,1.26,63.9,Rain,0.96,31768,
San Antonio-Austin,San Antonio,Austin,80.0,2025-10-02,2,Thursday ,81.06,14.69,50.13,5.52,0.6184,1.38,58.65,Fog,1.24,43795,
Phoenix-Las Vegas,Phoenix,Las Vegas,297.0,2025-10-04,14,Saturday ,302.8,53.2,241.12,5.69,0.7963,4.59,65.94,Clear,1.55,35649,
Tampa-Orlando,Tampa,Orlando,84.0,2025-08-17,14,Sunday   ,82.43,14.37,53.99,5.74,0.655,1.31,62.69,Rain,1.06,27507,
Tampa-Orlando,Tampa,Orlando,84.0,2025-07-19,21,Saturday ,85.15,12.91,48.97,6.6,0.5751,1.46,58.28,Partly Cloudy,2.07,34759,
Dallas-Houston,Dallas,Houston,239.0,2025-06-24,20,Tuesday  ,238.51,42.5,158.3,5.61,0.6637,3.99,59.78,Fog,1.84,34972,
New York-Philadelphia,New York,Philadelphia,95.0,2025-06-30,14,Monday   ,98.03,15.35,57.96,6.39,0.5912,1.52,64.35,Cloudy,1.93,36598,3.775
Charlotte-Charleston,Charlotte,Charleston,208.0,2025-08-07,0,Thursday ,212.41,36.67,139.6,5.79,0.6572,3.35,63.5,Clear,2.0,42013,
Boston-New York,Boston,New York,215.0,2025-08-25,17,Monday   ,222.17,42.51,158.4,5.23,0.713,3.61,61.5,Rain,1.07,27683,3.726
Tampa-Orlando,Tampa,Orlando,84.0,2025-09-18,4,Thursday ,83.86,12.66,47.45,6.62,0.5658,1.32,63.32,Cloudy,1.48,42125,
Denver-Salt Lake City,Denver,Salt Lake City,525.0,2025-07-01,10,Tuesday  ,542.37,80.89,295.97,6.71,0.5457,8.61,63.03,Cloudy,0.85,36477,
Seattle-Portland,Seattle,Portland,173.0,2025-07-26,12,Saturday ,170.32,27.64,125.55,6.16,0.7371,2.61,65.21,Clear,2.49,32189,
Memphis-Nashville,Memphis,Nashville,211.0,2025-08-29,13,Friday   ,209.15,36.39,134.57,5.75,0.6434,3.53,59.17,Clear,1.35,33237,
Indianapolis-Cincinnati,Indianapolis,Cincinnati,112.0,2025-07-18,12,Friday   ,111.86,22.74,84.88,4.92,0.7588,1.78,62.92,Snow,2.35,28049,
San Antonio-Austin,San Antonio,Austin,80.0,2025-09-14,2,Sunday   ,79.88,11.84,46.63,6.75,0.5838,1.29,62.02,Cloudy,1.14,44345,
San Francisco-Sacramento,San Francisco,Sacramento,87.0,2025-10-09,2,Thursday ,91.06,14.97,67.33,6.08,0.7394,1.47,61.98,Partly Cloudy,1.52,35318,
Minneapolis-Milwaukee,Minneapolis,Milwaukee,337.0,2025-10-14,2,Tuesday  ,345.4,53.88,194.31,6.41,0.5626,5.8,59.59,Rain,0.66,38426,
San Francisco-Sacramento,San Francisco,Sacramento,87.0,2025-09-16,17,Tuesday  ,86.93,12.73,57.59,6.83,0.6625,1.44,60.51,Clear,2.26,30386,
Minneapolis-Milwaukee,Minneapolis,Milwaukee,337.0,2025-07-26,10,Saturday ,347.46,50.07,190.01,6.94,0.5469,5.95,58.43,Clear,1.11,30013,
Indianapolis-Cincinnati,Indianapolis,Cincinnati,112.0,2025-07-08,4,Tuesday  ,113.41,20.07,74.93,5.65,0.6607,1.86,60.81,Rain,1.52,26665,
Boston-New York,Boston,New York,215.0,2025-09-20,8,Saturday ,215.77,33.13,124.19,6.51,0.5756,3.51,61.42,Clear,1.48,29178,
Columbus-Pittsburgh,Columbus,Pittsburgh,185.0,2025-10-22,15,Wednesday,183.32,32.17,114.65,5.7,0.6254,2.82,65.05,Rain,0.44,41905,
New York-Philadelphia,New York,Philadelphia,95.0,2025-07-20,0,Sunday   ,94.25,15.96,60.54,5.91,0.6423,1.57,60.11,Clear,0.83,32614,
Charlotte-Charleston,Charlotte,Charleston,208.0,2025-09-05,9,Friday   ,207.16,32.26,120.98,6.42,0.584,3.33,62.19,Rain,1.62,30950,
Minneapolis-Milwaukee,Minneapolis,Milwaukee,337.0,2025-08-04,7,Monday   ,349.8,53.83,204.14,6.5,0.5836,5.84,59.9,Clear,0.22,30335,3.792
